name,artists,release_date,genres,common_genre,duration,popularity,source_genre,lines_count,word_count,unique_words,stopwords_count,avg_word_length,chorus_count,verse_count,neg,neu,pos,compound
Best Day Of My Life,American Authors,2014-01-01,"['modern rock', 'pop rock']",rock,194240,83,Rock,23,90,60,40,5.155555555555556,1,1,0.023,0.843,0.134,0.8885
Head Over Boots,Jon Pardi,2016-05-13,"['contemporary country', 'country', 'country road', 'modern country rock']",country,202346,79,Rock,28,172,90,86,3.686046511627907,2,2,0.0,0.785,0.215,0.9878
Crazy Train,Ozzy Osbourne,2020-09-18,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'glam metal', 'hard rock', 'metal', 'nu metal', 'rock']",metal,293183,81,Rock,23,111,81,45,4.18018018018018,2,1,0.203,0.653,0.144,-0.9229
Last Resort,Papa Roach,2001-04-25,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",metal,199906,84,Rock,28,185,115,83,4.172972972972973,2,1,0.167,0.717,0.115,-0.8515
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,2008-05-20,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",rock,273600,77,Rock,23,170,117,83,3.8705882352941177,2,1,0.186,0.742,0.072,-0.9812
Knee Deep (feat. Jimmy Buffett),Zac Brown Band,2010-09-20,"['contemporary country', 'country', 'country road', 'modern country rock']",country,203173,78,Rock,50,348,151,165,3.9224137931034484,2,3,0.106,0.723,0.171,0.9839
"You're Gonna Go Far, Kid",The Offspring,2008-06-17,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",punk,177826,84,Rock,31,224,136,106,3.9955357142857144,2,1,0.124,0.779,0.098,-0.6583
Float On,Modest Mouse,2004-04-05,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'washington indie']",rock,208466,78,Rock,26,192,98,99,3.703125,2,2,0.14,0.569,0.29,0.9847
Numb,Linkin Park,2003-03-24,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,185586,88,Rock,28,192,97,94,4.453125,2,1,0.156,0.796,0.048,-0.9675
Breezeblocks,alt-J,2012-09-18,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",rock,227080,76,Rock,24,183,98,73,4.043715846994536,2,1,0.051,0.642,0.308,0.9975
Radioactive,Imagine Dragons,2012-09-04,"['modern rock', 'pop', 'rock']",rock,186813,76,Rock,24,95,55,41,4.410526315789474,1,1,0.034,0.905,0.061,0.4019
Bones,Imagine Dragons,2022-03-11,"['modern rock', 'pop', 'rock']",rock,165264,87,Rock,25,147,100,68,4.612244897959184,2,1,0.031,0.839,0.129,0.9234
"Dance, Dance",Fall Out Boy,2005-05-03,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",rock,180266,80,Rock,26,144,114,71,4.1875,2,1,0.165,0.679,0.156,0.3313
Looking Out for You,Joy Again,2016-01-15,"['indie garage rock', 'pov: indie']",indie,179499,81,Rock,30,222,113,134,3.9054054054054053,2,2,0.118,0.737,0.145,0.8316
The Adults Are Talking,The Strokes,2020-04-10,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",rock,309053,82,Rock,27,170,110,101,4.3882352941176475,2,1,0.123,0.819,0.058,-0.853
Eventually,Tame Impala,2015-07-17,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",rock,318591,80,Rock,34,176,73,95,4.034090909090909,2,2,0.023,0.812,0.165,0.9816
Die A Happy Man,Thomas Rhett,2015-01-01,"['contemporary country', 'country', 'country road', 'modern country rock']",country,227426,77,Rock,24,184,110,92,3.842391304347826,2,1,0.074,0.724,0.202,0.9842
Centuries,Fall Out Boy,2015-01-20,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",rock,228360,83,Rock,24,120,83,59,4.066666666666666,1,1,0.089,0.813,0.099,0.3318
Ride,Twenty One Pilots,2015-05-15,"['modern rock', 'pop', 'pov: indie', 'rock']",rock,214506,85,Rock,31,218,119,118,4.110091743119266,2,1,0.119,0.789,0.092,-0.7632
Somebody Told Me,The Killers,2004,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",rock,197200,82,Rock,24,170,89,68,4.405882352941177,2,1,0.061,0.702,0.237,0.9885
Pompeii,Bastille,2013-01-01,"['metropopolis', 'modern rock', 'pop']",rock,214147,75,Rock,23,119,73,51,4.2100840336134455,1,1,0.012,0.838,0.15,0.9585
Where'd All the Time Go?,Dr. Dog,2010-11-02,"['chamber pop', 'indie rock', 'modern folk rock', 'modern rock', 'philly indie', 'pov: indie', 'stomp and holler']",indie,234800,80,Rock,27,146,105,75,4.239726027397261,2,1,0.124,0.812,0.064,-0.8629
Dirt On My Boots,Jon Pardi,2016-05-13,"['contemporary country', 'country', 'country road', 'modern country rock']",country,201893,78,Rock,28,192,125,94,3.8385416666666665,2,1,0.055,0.831,0.113,0.9123
Dirt Road Anthem,Jason Aldean,2010-11-02,"['contemporary country', 'country', 'country road', 'modern country rock']",country,229400,77,Rock,26,190,142,78,4.147368421052631,1,1,0.082,0.803,0.116,0.8017
Reflections,The Neighbourhood,2018-11-02,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",rock,244013,86,Rock,25,135,92,73,4.192592592592592,2,1,0.198,0.719,0.082,-0.947
Change (In the House of Flies),Deftones,2000-05-16,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",metal,299533,81,Rock,25,94,44,47,4.0638297872340425,2,2,0.025,0.797,0.178,0.9304
Stars Like Confetti,Dustin Lynch,2022-02-12,"['contemporary country', 'country', 'country road', 'modern country rock']",country,194266,77,Rock,29,161,116,73,4.167701863354037,2,1,0.02,0.889,0.091,0.7992
Cold Heart - PNAU Remix,Elton John,2021-08-13,"['glam rock', 'mellow gold', 'piano rock', 'rock']",rock,202735,88,Rock,105,368,90,170,3.5135869565217392,1,3,0.33,0.622,0.048,-0.9983
Take Me Out,Franz Ferdinand,2004-02-16,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",rock,237026,82,Rock,22,130,63,74,3.646153846153846,2,0,0.175,0.799,0.026,-0.9621
Thinking 'Bout You (feat. MacKenzie Porter),Dustin Lynch,2022-02-12,"['contemporary country', 'country', 'country road', 'modern country rock']",country,170560,78,Rock,25,174,118,91,3.9195402298850577,2,1,0.0,0.904,0.096,0.9253
Hey There Delilah,Plain White T's,2005-01-01,"['modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock']",pop,232533,81,Rock,24,187,113,104,3.8983957219251337,2,1,0.062,0.788,0.15,0.9743
Little Dark Age,MGMT,2018-02-09,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",rock,299960,83,Rock,28,166,111,81,3.9819277108433737,2,2,0.17,0.795,0.035,-0.9652
Girl In Mine,Parmalee,2022-08-12,"['contemporary country', 'country road', 'modern country rock', 'modern uplift']",country,155120,77,Rock,26,159,91,87,3.8553459119496853,2,2,0.058,0.942,0.0,-0.7296
Safe And Sound,Capital Cities,2013,"['metropopolis', 'modern rock']",rock,192789,85,Rock,29,152,72,72,3.8552631578947367,3,2,0.01,0.769,0.221,0.9868
Monster,Skillet,2009-08-21,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",alternative,178013,81,Rock,31,177,88,92,3.7175141242937855,2,1,0.086,0.776,0.137,0.8577
Drops of Jupiter (Tell Me),Train,2001-03-27,"['dance pop', 'neo mellow', 'pop', 'pop rock']",pop,259933,81,Rock,26,182,117,96,4.087912087912088,2,1,0.01,0.909,0.081,0.9064
Walking On A Dream,Empire of the Sun,2008-10-03,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",dance,198440,83,Rock,27,160,78,96,3.91875,2,1,0.02,0.874,0.106,0.9037
When You Were Young,The Killers,2006-09-27,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",rock,220426,80,Rock,22,112,81,58,4.071428571428571,2,2,0.035,0.81,0.155,0.9264
Need 2,Pinegrove,2015-10-15,"['countrygaze', 'indie rock', 'new jersey indie', 'small room']",indie,191796,78,Rock,10,39,28,26,3.9743589743589745,1,0,0.131,0.869,0.0,-0.6433
Chasing Cars,Snow Patrol,2006-01-01,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",rock,267960,84,Rock,24,95,63,56,3.8105263157894735,2,2,0.067,0.933,0.0,-0.6199
Come a Little Closer,Cage The Elephant,2013-10-08,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",rock,229346,76,Rock,31,203,82,107,4.25615763546798,2,2,0.04,0.927,0.033,0.3527
Toxicity,System Of A Down,2001-09-04,"['alternative metal', 'nu metal', 'rap metal', 'rock']",metal,218933,85,Rock,23,140,71,61,5.007142857142857,2,2,0.184,0.816,0.0,-0.9775
One Of Them Girls,Lee Brice,2020-11-20,"['contemporary country', 'country', 'country road', 'modern country rock']",country,188893,78,Rock,24,249,129,123,3.9156626506024095,2,2,0.055,0.805,0.139,0.9525
Coming Undone,Korn,2005-12-06,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,199773,79,Rock,35,138,94,60,4.630434782608695,2,1,0.183,0.65,0.167,-0.3975
What You Know,Two Door Cinema Club,2010-02-17,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",rock,191706,76,Rock,28,188,83,112,3.74468085106383,2,2,0.111,0.795,0.094,-0.8523
How to Save a Life,The Fray,2005-09-13,"['neo mellow', 'piano rock', 'pop', 'pop rock']",rock,262533,83,Rock,23,150,105,78,3.82,2,1,0.122,0.715,0.164,0.8049
Animal I Have Become,Three Days Grace,2006-06-25,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",metal,231400,77,Rock,23,104,63,61,4.5576923076923075,2,1,0.196,0.744,0.059,-0.9367
R U Mine?,Arctic Monkeys,2013-09-09,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",rock,201726,85,Rock,34,198,118,90,4.292929292929293,2,2,0.082,0.777,0.141,0.9062
Counting Stars,OneRepublic,2014-01-01,"['piano rock', 'pop']",rock,257840,78,Rock,30,196,91,98,4.510204081632653,1,1,0.135,0.821,0.044,-0.9557
Cruise,Florida Georgia Line,2012-01-01,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",country,208960,76,Rock,23,168,111,78,3.9702380952380953,2,1,0.075,0.829,0.095,0.5487
Left Hand Free,alt-J,2014-09-22,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",rock,173630,74,Rock,27,99,60,31,4.262626262626263,2,2,0.096,0.684,0.22,0.9403
Duality,Slipknot,2004,"['alternative metal', 'nu metal', 'rap metal', 'rock']",metal,252613,83,Rock,24,165,108,89,3.896969696969697,2,2,0.204,0.703,0.093,-0.9505
You Make It Easy,Jason Aldean,2018-04-13,"['contemporary country', 'country', 'country road', 'modern country rock']",country,196800,76,Rock,28,178,95,84,3.966292134831461,2,2,0.042,0.714,0.244,0.9908
Whatever It Takes,Imagine Dragons,2017-06-23,"['modern rock', 'pop', 'rock']",rock,201240,84,Rock,28,152,86,73,4.1118421052631575,1,1,0.051,0.772,0.177,0.9638
Eat Your Young,Hozier,2023-03-17,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",rock,242293,77,Rock,25,132,97,53,4.257575757575758,0,1,0.046,0.913,0.041,-0.1531
"Dear Maria, Count Me In",All Time Low,2007-09-25,"['modern rock', 'neon pop punk', 'pop punk']",pop,182826,79,Rock,25,232,112,118,4.008620689655173,2,2,0.04,0.866,0.094,0.848
Toes,Zac Brown Band,2008-11-17,"['contemporary country', 'country', 'country road', 'modern country rock']",country,262773,77,Rock,29,184,103,83,3.755434782608696,1,1,0.058,0.752,0.19,0.9755
Dani California,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,282160,81,Rock,22,134,97,54,4.858208955223881,2,1,0.046,0.849,0.105,0.8549
One Step Closer,Linkin Park,2000-10-24,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,157333,82,Rock,23,124,75,57,4.467741935483871,2,1,0.126,0.799,0.075,-0.5596
Fancy Like,Walker Hayes,2022-01-21,"['contemporary country', 'country', 'country road', 'modern country rock']",country,161853,78,Rock,25,131,102,55,4.656488549618321,1,1,0.025,0.751,0.224,0.9835
How You Remind Me,Nickelback,2001-09-11,"['alternative metal', 'canadian rock', 'post-grunge']",alternative,223840,83,Rock,26,164,102,90,3.823170731707317,2,1,0.248,0.64,0.112,-0.9737
American Idiot,Green Day,2004-09-21,"['modern rock', 'permanent wave', 'punk', 'rock']",rock,176346,82,Rock,24,131,68,65,4.557251908396947,2,2,0.194,0.693,0.112,-0.8935
Heathens,Twenty One Pilots,2016-06-16,"['modern rock', 'pop', 'pov: indie', 'rock']",rock,195920,84,Rock,23,177,83,92,4.146892655367232,1,2,0.055,0.803,0.142,0.9068
Paralyzer,Finger Eleven,2007-01-01,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",metal,208106,78,Rock,22,157,104,90,3.8980891719745223,2,1,0.125,0.794,0.081,-0.8058
Can I Call You Tonight?,Dayglow,2019-11-14,"['austindie', 'indie rock', 'pov: indie']",indie,278769,81,Rock,28,154,106,79,3.948051948051948,2,1,0.1,0.845,0.055,-0.7241
I Miss You,blink-182,2003-01-01,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",punk,227240,74,Rock,30,163,103,82,4.343558282208589,2,0,0.233,0.695,0.072,-0.9727
Are You Gonna Be My Girl,Jet,2003-09-15,"['garage rock', 'modern rock', 'pop rock']",rock,213800,81,Rock,22,111,80,46,3.900900900900901,2,1,0.0,0.85,0.15,0.92
Fake It,Seether,2007-01-01,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",metal,193893,78,Rock,23,152,81,81,4.1381578947368425,2,1,0.17,0.621,0.209,0.1743
Kids,MGMT,2007-12-14,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",rock,302840,80,Rock,28,169,95,82,4.177514792899408,2,2,0.129,0.767,0.104,-0.7602
Rumor,Lee Brice,2017-11-03,"['contemporary country', 'country', 'country road', 'modern country rock']",country,198440,76,Rock,23,168,117,80,3.9464285714285716,2,1,0.027,0.861,0.111,0.9164
Welcome to the Black Parade,My Chemical Romance,2006-10-23,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",rock,311106,80,Rock,24,193,104,112,4.015544041450777,1,1,0.105,0.858,0.038,-0.9365
She's Country,Jason Aldean,2009-04-07,"['contemporary country', 'country', 'country road', 'modern country rock']",country,220573,76,Rock,29,171,121,68,4.678362573099415,2,1,0.073,0.784,0.143,0.8758
The Pretender,Foo Fighters,2007-09-25,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",rock,269373,82,Rock,23,143,80,78,4.146853146853147,1,1,0.055,0.866,0.078,0.5171
Fluorescent Adolescent,Arctic Monkeys,2007-04-24,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",rock,173493,73,Rock,23,165,113,87,4.206060606060606,2,1,0.073,0.819,0.108,0.7293
The Kill,Thirty Seconds To Mars,2005-01-01,"['modern rock', 'post-grunge']",rock,231533,80,Rock,25,117,63,74,3.7435897435897436,2,2,0.022,0.938,0.039,0.4515
All I Wanted,Paramore,2009-09-28,"['candy pop', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",pop,225786,77,Rock,24,127,75,76,3.8661417322834644,3,2,0.025,0.881,0.094,0.7579
Natural,Imagine Dragons,2018-11-09,"['modern rock', 'pop', 'rock']",rock,189466,84,Rock,23,130,90,64,4.176923076923077,1,1,0.064,0.78,0.156,0.9254
Stayin Alive,Bee Gees,2020-12-11,"['disco', 'mellow gold', 'soft rock']",disco,285373,83,Rock,29,150,95,60,3.933333333333333,2,1,0.026,0.73,0.244,0.9867
Over For You,Morgan Evans,2022-10-18,"['australian country', 'contemporary country', 'country road', 'modern country rock']",country,185681,76,Rock,23,121,73,78,4.132231404958677,1,1,0.072,0.887,0.041,0.2411
Use Somebody,Kings of Leon,2008-09-23,"['modern rock', 'rock']",rock,230760,80,Rock,29,142,66,68,4.098591549295775,2,2,0.029,0.727,0.244,0.9842
This Is How We Roll,Florida Georgia Line,2013-01-01,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",country,220906,75,Rock,30,219,141,100,4.018264840182648,2,1,0.006,0.92,0.075,0.8704
Clint Eastwood,Gorillaz,2001,"['alternative hip-hop', 'modern rock', 'rock']",rock,340920,73,Rock,32,220,143,108,4.386363636363637,1,1,0.136,0.717,0.147,0.7865
Gives You Hell,The All-American Rejects,2008-01-01,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",pop,213106,74,Rock,26,185,94,89,3.789189189189189,2,2,0.246,0.546,0.208,-0.9556
Animal,Neon Trees,2010-01-01,"['modern rock', 'neo mellow', 'pop rock', 'pov: indie']",rock,212293,73,Rock,28,142,82,77,3.964788732394366,3,1,0.1,0.785,0.115,0.4891
Snow (Hey Oh),Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,334666,82,Rock,24,167,87,87,3.6766467065868262,2,0,0.084,0.837,0.079,-0.5773
About You,The 1975,2022-10-14,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",rock,326490,85,Rock,38,170,79,84,3.7176470588235295,2,2,0.125,0.84,0.035,-0.8385
Aerials,System Of A Down,2001-09-04,"['alternative metal', 'nu metal', 'rap metal', 'rock']",metal,235053,82,Rock,26,181,71,82,4.149171270718232,2,2,0.091,0.768,0.141,0.9118
Dirty Little Secret,The All-American Rejects,2005-01-01,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",pop,193653,74,Rock,25,142,81,72,4.056338028169014,2,1,0.153,0.802,0.045,-0.9334
Cleopatra,The Lumineers,2016-04-08,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",rock,201413,75,Rock,23,231,117,141,3.705627705627706,2,2,0.216,0.675,0.109,-0.9851
Little Talks,Of Monsters and Men,2012-01-01,"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",rock,266600,83,Rock,36,189,121,79,3.941798941798942,2,0,0.072,0.774,0.153,0.9453
Cherry Waves,Deftones,2006-10-25,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",metal,317706,78,Rock,22,105,61,62,3.876190476190476,2,2,0.118,0.74,0.142,-0.2599
I Hate Everything About You,Three Days Grace,2003-04-19,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",metal,231480,78,Rock,26,128,48,69,3.828125,2,2,0.185,0.598,0.218,0.509
Sunshine,OneRepublic,2021-11-10,"['piano rock', 'pop']",rock,163854,84,Rock,23,134,86,62,4.208955223880597,1,1,0.06,0.786,0.155,0.8991
Flowers in Your Hair,The Lumineers,2012-04-03,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",rock,109735,75,Rock,25,115,72,63,3.7130434782608694,2,1,0.037,0.931,0.032,-0.161
It Matters To Her,Scotty McCreery,2021-09-17,"['contemporary country', 'country', 'country road', 'modern country rock']",country,171880,75,Rock,28,143,77,94,3.8811188811188813,2,1,0.022,0.81,0.168,0.9652
What I've Done,Linkin Park,2007-05-14,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,205613,84,Rock,24,105,56,52,4.142857142857143,2,2,0.109,0.799,0.093,-0.2128
Sextape,Deftones,2008,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",metal,241533,78,Rock,24,86,55,36,4.290697674418604,1,1,0.062,0.868,0.07,0.5859
Boulevard of Broken Dreams,Green Day,2017-11-17,"['modern rock', 'permanent wave', 'punk', 'rock']",rock,262333,80,Rock,29,155,96,74,4.219354838709678,2,1,0.198,0.725,0.077,-0.9578
A-Punk,Vampire Weekend,2008-01-29,"['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",rock,137760,73,Rock,21,107,78,33,4.514018691588785,3,1,0.065,0.87,0.065,0.1491
Angels (Don’t Always Have Wings),Thomas Rhett,2023-01-20,"['contemporary country', 'country', 'country road', 'modern country rock']",country,200426,75,Rock,24,193,109,97,3.937823834196891,2,2,0.128,0.797,0.075,-0.8958
Beverly Hills,Weezer,2005-05-10,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",rock,196093,74,Rock,25,139,96,73,4.237410071942446,2,1,0.057,0.807,0.136,0.89
Would That I,Hozier,2019-03-01,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",rock,268293,75,Rock,29,217,120,98,3.7972350230414746,2,1,0.087,0.731,0.182,0.978
I'm Not Okay (I Promise),My Chemical Romance,2004-06-08,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",rock,186480,78,Rock,29,115,77,61,3.8260869565217392,2,1,0.112,0.839,0.049,-0.4682
Keep The Wolves Away,Uncle Lucius,2012-08-28,"['classic texas country', 'modern southern rock', 'roots rock']",rock,275520,74,Rock,30,210,143,101,4.109523809523809,3,0,0.12,0.802,0.078,-0.8246
Let It Happen,Tame Impala,2015-07-17,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",rock,467586,80,Rock,43,328,159,173,4.060975609756097,2,2,0.024,0.865,0.111,0.9831
Little Lion Man,Mumford & Sons,2009-10-02,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",rock,247002,73,Rock,50,268,98,165,4.0559701492537314,2,2,0.236,0.694,0.07,-0.9958
Stacy's Mom,Fountains Of Wayne,2003-01-01,"['pop rock', 'power pop']",pop,197986,77,Rock,27,233,127,123,3.819742489270386,2,1,0.021,0.916,0.063,0.9003
Way down We Go,KALEO,2016-06-10,"['icelandic indie', 'icelandic rock', 'modern alternative rock']",rock,213706,84,Rock,26,157,64,80,3.751592356687898,1,2,0.0,0.919,0.081,0.9089
Bleed It Out,Linkin Park,2007-05-14,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,166373,81,Rock,42,272,165,124,3.9705882352941178,2,1,0.108,0.821,0.071,-0.9051
Lucky,Elle King,2023-01-27,['modern blues rock'],blues,194426,74,Rock,22,139,96,74,4.028776978417266,2,1,0.178,0.648,0.174,-0.3905
The Anthem,Good Charlotte,2002-10-04,"['alternative metal', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",pop,175093,77,Rock,28,171,105,98,3.7660818713450293,2,1,0.057,0.853,0.09,0.7107
