name,artists,release_date,genres,common_genre,duration,popularity,source_genre,lines_count,word_count,unique_words,stopwords_count,avg_word_length,chorus_count,verse_count,neg,neu,pos,compound
Beer Can’t Fix,Thomas Rhett,2019-05-31,"['contemporary country', 'country', 'country road', 'modern country rock']",country,209733,72,Country,59,378,149,154,4.343915343915344,2,3,0.133,0.753,0.113,-0.661
How Country Feels,Randy Houser,2013-01-22,"['contemporary country', 'country', 'country road']",country,185906,72,Country,22,131,88,64,3.9389312977099236,2,1,0.026,0.974,0.0,-0.5267
Marry Me,Thomas Rhett,2017-09-08,"['contemporary country', 'country', 'country road', 'modern country rock']",country,205453,72,Country,22,165,109,81,4.096969696969697,2,1,0.047,0.797,0.157,0.9395
I Wish Grandpas Never Died,Riley Green,2019-09-20,"['contemporary country', 'country road', 'modern country rock']",country,250413,72,Country,22,165,106,56,4.206060606060606,2,1,0.031,0.664,0.305,0.9932
H.O.L.Y.,Florida Georgia Line,2016-08-26,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",country,194186,72,Country,30,150,99,70,4.3133333333333335,2,1,0.056,0.768,0.176,0.9703
Memory I Don't Mess With,Lee Brice,2020-11-20,"['contemporary country', 'country', 'country road', 'modern country rock']",country,180616,71,Country,53,283,103,146,4.010600706713781,2,2,0.097,0.776,0.127,0.8979
Don't Know Why,Norah Jones,2002-02-26,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,186251,79,Jazz,22,117,64,63,3.7094017094017095,3,0,0.068,0.849,0.083,0.1901
Come Away With Me,Norah Jones,2002-02-26,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,198226,75,Jazz,26,130,73,69,3.7153846153846155,3,0,0.058,0.864,0.078,0.1635
Feeling Good,Michael Bublé,2005-02-07,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",pop,237333,69,Jazz,54,231,73,117,3.3766233766233764,3,0,0.0,0.812,0.188,0.9889
Sunrise,Norah Jones,2004-01-01,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,200626,76,Jazz,26,87,59,32,5.126436781609195,2,2,0.0,0.817,0.183,0.9334
Haven't Met You Yet,Michael Bublé,2009-10-06,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",pop,244586,73,Jazz,51,376,139,217,3.8430851063829787,2,3,0.028,0.694,0.279,0.999
Sway,Michael Bublé,2003,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",pop,188066,75,Jazz,45,267,80,140,3.906367041198502,0,1,0.042,0.774,0.184,0.9901
Turn Me On,Norah Jones,2002-02-26,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,154800,73,Jazz,21,132,65,73,3.765151515151515,4,0,0.015,0.91,0.075,0.7096
Everything,Michael Bublé,2007-04-30,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",pop,212373,73,Jazz,44,278,117,140,4.194244604316546,2,2,0.085,0.81,0.105,0.6549
Home,Michael Bublé,2005-02-07,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",pop,225906,65,Jazz,46,257,131,120,3.754863813229572,2,1,0.043,0.872,0.084,0.907
You Send Me,Sam Cooke,2022-02-11,"['classic soul', 'soul', 'vocal jazz']",soul,163480,63,Jazz,47,170,55,90,3.5823529411764707,1,2,0.0,0.727,0.273,0.9923
September,"Earth, Wind & Fire",2018-04-17,"['disco', 'funk', 'jazz funk', 'soul']",funk,215080,69,Jazz,55,265,113,84,5.347169811320755,2,2,0.0,0.855,0.145,0.9916
Lone Digger,Caravan Palace,2015-10-16,"['electro swing', 'nu jazz']",jazz,229804,61,Jazz,33,216,130,83,4.055555555555555,3,1,0.107,0.864,0.029,-0.9354
Hard to Handle,Otis Redding,2018-05-18,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",soul,141000,70,Jazz,25,238,102,121,3.7016806722689077,3,2,0.011,0.697,0.291,0.9981
Carry On,Norah Jones,2016-10-07,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,168106,66,Jazz,21,101,60,52,4.108910891089109,2,0,0.11,0.789,0.1,0.4404
The Nearness Of You,Norah Jones,2002-02-26,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,187769,64,Jazz,15,89,57,56,3.8202247191011236,0,0,0.088,0.75,0.162,0.8186
Lady Brown (feat. Cise Starr from CYNE),Nujabes,2003-08-21,"['chillhop', 'downtempo', 'instrumental hip-hop', 'japanese chillhop', 'japanese old school hip-hop', 'jazz rap']",hip-hop,199160,64,Jazz,70,568,336,259,4.545774647887324,3,1,0.07,0.692,0.238,0.9988
Dream Lover,Bobby Darin,2004-11-23,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'vocal jazz']",jazz,150706,62,Jazz,24,119,60,52,3.9831932773109244,1,3,0.029,0.596,0.375,0.9912
Ces petits riens,Stacey Kent,2007-09-07,"['contemporary vocal jazz', 'vocal jazz']",jazz,201056,63,Jazz,24,113,53,5,3.893805309734513,0,0,0.055,0.945,0.0,-0.4588
Shoot The Moon,Norah Jones,2002-02-26,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,236840,60,Jazz,21,116,82,69,4.008620689655173,2,2,0.114,0.833,0.053,-0.7059
Beyond the Sea,Bobby Darin,2004-11-23,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'vocal jazz']",jazz,172480,58,Jazz,24,130,65,62,4.161538461538462,0,0,0.035,0.812,0.153,0.95
Les Etoiles,Melody Gardot,2009-01-01,"['contemporary vocal jazz', 'vocal jazz']",jazz,198346,54,Jazz,17,91,52,17,4.758241758241758,0,0,0.0,0.949,0.051,0.6946
Grown Man Sport,Pete Rock,2017-03-24,"['east coast hip-hop', 'instrumental hip-hop', 'jazz rap']",hip-hop,276373,63,Jazz,35,303,216,128,4.158415841584159,2,0,0.106,0.765,0.129,0.1686
Don't Wait Too Long,Madeleine Peyroux,2004-09-14,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,191946,55,Jazz,24,151,72,72,3.880794701986755,0,0,0.055,0.809,0.136,0.9231
The Summer Wind,Madeleine Peyroux,2006-09-12,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,235373,52,Jazz,33,120,84,54,4.041666666666667,0,0,0.037,0.851,0.111,0.8576
Love You Anymore,Michael Bublé,2018-11-16,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",pop,182666,64,Jazz,31,229,84,141,4.131004366812227,1,2,0.16,0.824,0.016,-0.987
Creep,Scott Bradlee's Postmodern Jukebox,2015-04-23,"['jazz cover', 'swing']",jazz,283259,60,Jazz,22,118,63,75,3.669491525423729,0,0,0.205,0.507,0.288,0.6347
J'ai Deux Amours,Madeleine Peyroux,2004-09-14,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,176133,51,Jazz,23,99,66,1,4.191919191919192,0,0,0.046,0.954,0.0,-0.3612
No One In the World,Anita Baker,2017-09-18,"['funk', 'neo soul', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",soul,246906,52,Jazz,24,161,106,86,3.6770186335403725,2,1,0.075,0.676,0.249,0.9862
A Love That Will Last,Renee Olstead,2004-05-11,"['contemporary vocal jazz', 'jazz pop']",jazz,212160,61,Jazz,26,170,77,90,3.888235294117647,0,0,0.102,0.651,0.247,0.9691
The Long Way Home,Norah Jones,2004-01-01,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,193226,59,Jazz,24,145,89,69,3.703448275862069,0,0,0.032,0.815,0.153,0.9609
All The Things You Are,Dizzy Gillespie,2002-05-21,"['bebop', 'contemporary post-bop', 'jazz', 'jazz trumpet', 'vocal jazz']",jazz,169506,56,Jazz,14,114,50,65,3.9649122807017543,0,0,0.027,0.74,0.233,0.9823
Fools Rush In,Teddy Wilson,2000-04-20,"['jazz piano', 'stride']",jazz,149072,59,Jazz,24,195,91,101,3.682051282051282,0,0,0.169,0.676,0.155,-0.2905
The Look Of Love,Diana Krall,2001-01-01,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,282000,64,Jazz,22,150,81,81,3.6466666666666665,0,0,0.0,0.777,0.223,0.9892
Christmas Don't Be Late,Norah Jones,2023-06-14,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']",jazz,160293,0,Jazz,14,80,41,34,4.3625,0,0,0.0,0.776,0.224,0.9294
Booty Swing,Parov Stelar,2012-04-20,"['balkan beats', 'downtempo', 'electro swing', 'nu jazz']",jazz,197506,64,Jazz,35,177,107,67,4.446327683615819,0,0,0.026,0.878,0.096,0.8994
The Way You Look Tonight,Michael Bublé,2003,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",pop,279626,61,Jazz,29,152,77,70,4.546052631578948,1,2,0.094,0.621,0.285,0.9928
Mambo Italiano,Dean Martin,2013-12-31,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",jazz,139680,55,Jazz,32,149,95,45,4.194630872483222,2,0,0.089,0.803,0.109,0.7263
Experience,Ludovico Einaudi,2013-01-01,"['bow pop', 'compositional ambient', 'neo-classical']",pop,315426,80,Classical,24,98,50,57,4.438775510204081,0,0,0.066,0.934,0.0,-0.5346
The Shire,Howard Shore,2001,"['canadian classical', 'canadian soundtrack', 'middle earth', 'orchestral soundtrack', 'scorecore', 'soundtrack']",classical,149480,64,Classical,22,60,26,12,5.066666666666666,0,0,0.0,0.696,0.304,0.9595
Borro Cassette,Maluma,2015-10-30,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",pop,207306,80,Reggae,24,131,71,25,4.213740458015267,0,0,0.151,0.849,0.0,-0.9413
Sobrio,Maluma,2021-07-08,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",pop,201180,82,Reggae,33,248,157,42,4.141129032258065,0,0,0.097,0.886,0.017,-0.9467
11 PM,Maluma,2019-05-17,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",pop,175733,78,Reggae,27,169,97,14,4.218934911242603,0,0,0.105,0.883,0.012,-0.924
Bring Me To Life,Evanescence,2003-03-04,['alternative metal'],alternative,235893,86,Alternative,46,212,93,90,3.5047169811320753,2,2,0.016,0.902,0.082,0.9068
Hail to the King,Avenged Sevenfold,2013-08-23,"['alternative metal', 'nu metal']",metal,305906,80,Alternative,26,154,104,70,4.142857142857143,2,1,0.098,0.8,0.102,-0.5267
Face Down,The Red Jumpsuit Apparatus,2006-01-01,"['alternative metal', 'neon pop punk', 'pop punk', 'post-grunge', 'screamo']",pop,192000,79,Alternative,22,154,112,72,4.136363636363637,2,1,0.083,0.787,0.13,0.7941
The Diary of Jane - Single Version,Breaking Benjamin,2006-01-01,"['alternative metal', 'nu metal', 'post-grunge']",metal,200546,78,Alternative,41,249,102,143,3.714859437751004,2,3,0.081,0.761,0.158,0.9721
Meet Me At Our Spot,THE ANXIETY,2020-03-13,['modern alternative pop'],alternative,162680,79,Alternative,29,144,99,70,4.083333333333333,2,1,0.037,0.936,0.027,-0.1362
Me Gustas Tu,Manu Chao,2001-06-01,"['latin alternative', 'world']",alternative,239986,86,Alternative,33,176,70,36,3.9375,0,0,0.0,1.0,0.0,0.0
Ocean Avenue,Yellowcard,2003-01-01,"['alternative metal', 'bow pop', 'pop punk', 'post-grunge', 'socal pop punk']",pop,198266,76,Alternative,23,149,90,81,3.9798657718120807,3,1,0.027,0.938,0.034,0.25
abcdefu,GAYLE,2021-08-13,['modern alternative pop'],alternative,168601,85,Alternative,24,184,102,105,4.038043478260869,1,1,0.199,0.681,0.12,-0.9592
Headstrong,Trapt,2002-11-05,"['alternative metal', 'nu metal', 'post-grunge']",metal,285569,75,Alternative,24,126,77,61,4.325396825396825,1,1,0.083,0.854,0.063,-0.5423
Bodies,Drowning Pool,2001-01-01,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal']",metal,201960,78,Alternative,25,118,41,42,4.220338983050848,1,1,0.022,0.893,0.085,0.7906
It's Been Awhile,Staind,2001-05-22,"['alternative metal', 'nu metal', 'post-grunge']",metal,264706,71,Alternative,23,129,68,72,4.062015503875969,2,1,0.056,0.864,0.08,0.0428
Bad Company,Five Finger Death Punch,2009-09-22,"['alternative metal', 'groove metal', 'nu metal']",metal,262440,72,Alternative,52,211,90,92,3.924170616113744,2,3,0.351,0.54,0.109,-0.9972
Cold,Crossfade,2004-04-13,"['alternative metal', 'nu metal', 'post-grunge']",metal,194226,72,Alternative,31,205,70,115,3.4634146341463414,2,2,0.062,0.871,0.067,0.5986
I Will Not Bow,Breaking Benjamin,2009-01-01,"['alternative metal', 'nu metal', 'post-grunge']",metal,216733,73,Alternative,22,97,63,53,3.7938144329896906,1,1,0.135,0.827,0.038,-0.6515
Lips Of An Angel,Hinder,2005-01-01,"['alternative metal', 'nu metal', 'post-grunge']",metal,261853,75,Alternative,23,140,100,74,4.0,2,1,0.069,0.788,0.143,0.9047
All Around Me,Flyleaf,2006-01-01,"['alternative metal', 'christian alternative rock', 'nu metal', 'pop punk', 'post-grunge']",alternative,198506,70,Alternative,23,117,79,67,4.162393162393163,2,1,0.052,0.86,0.088,0.6705
Bubblegum Bitch,MARINA,2012-04-30,"['metropopolis', 'pop', 'pov: indie', 'uk alternative pop']",pop,154666,79,Alternative,23,124,76,50,4.193548387096774,1,1,0.18,0.639,0.181,0.2833
Smooth Criminal,Alien Ant Farm,2001-01-01,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge']",metal,209266,78,Alternative,28,143,62,80,4.076923076923077,1,1,0.071,0.745,0.184,0.9221
Second Chance,Shinedown,2008-06-24,"['alternative metal', 'nu metal', 'post-grunge']",metal,222066,72,Alternative,23,125,94,63,4.224,2,1,0.015,0.842,0.144,0.9419
She Hates Me,Puddle Of Mudd,2001-08-28,"['alternative metal', 'nu metal', 'post-grunge']",metal,216760,74,Alternative,24,115,88,52,3.747826086956522,2,1,0.187,0.637,0.176,0.0971
Addicted,Saving Abel,2008-01-01,"['alternative metal', 'nu metal', 'post-grunge']",metal,222826,72,Alternative,27,126,64,71,4.023809523809524,1,2,0.082,0.804,0.114,0.6788
One Beer,MF DOOM,2004-11-16,"['alternative hip-hop', 'east coast hip-hop', 'hip-hop', 'instrumental hip-hop']",hip-hop,258586,76,Alternative,56,498,326,229,3.9738955823293174,1,0,0.098,0.782,0.12,0.8902
Papercut,Linkin Park,2000-10-24,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,184866,79,Alternative,23,161,94,77,4.068322981366459,1,1,0.038,0.784,0.178,0.9735
Another Life,Motionless In White,2019-06-07,"['alternative metal', 'metalcore']",alternative,205394,75,Alternative,25,189,100,112,3.7142857142857144,2,2,0.287,0.643,0.07,-0.9951
Under the Sea,Daveed Diggs,2023-05-19,"['alternative hip-hop', 'show tunes']",alternative,184946,76,Alternative,31,180,121,95,4.116666666666666,2,1,0.056,0.786,0.158,0.9686
Remedy,Seether,2005-01-01,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",metal,207213,73,Alternative,25,165,107,87,3.696969696969697,2,1,0.259,0.676,0.064,-0.9919
I'm So Sick,Flyleaf,2006-01-01,"['alternative metal', 'christian alternative rock', 'nu metal', 'pop punk', 'post-grunge']",alternative,175880,70,Alternative,29,100,57,52,4.02,2,2,0.381,0.583,0.036,-0.9938
I Stand Alone,Godsmack,2003-04-08,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",metal,246040,71,Alternative,28,180,110,97,4.138888888888889,2,2,0.118,0.838,0.044,-0.897
Nightmare,Avenged Sevenfold,2010-07-23,"['alternative metal', 'nu metal']",metal,374453,75,Alternative,28,226,158,114,4.429203539823009,2,1,0.179,0.72,0.101,-0.977
Psychosocial,Slipknot,2008-08-20,"['alternative metal', 'nu metal', 'rap metal', 'rock']",metal,284120,79,Alternative,30,185,133,88,4.616216216216216,2,1,0.208,0.763,0.029,-0.9912
Miss Murder,AFI,2006-06-06,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'screamo']",metal,206586,74,Alternative,31,221,127,93,4.230769230769231,2,3,0.159,0.747,0.095,-0.8855
Slow Down,Chase Atlantic,2016-12-20,['alternative r&b'],alternative,212093,80,Alternative,27,180,99,96,3.9833333333333334,2,1,0.044,0.866,0.09,0.8126
When I'm Gone,3 Doors Down,2002-11-12,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",metal,260333,73,Alternative,25,143,78,86,3.797202797202797,1,1,0.159,0.699,0.143,-0.2232
Crawling,Linkin Park,2000-10-24,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,208960,79,Alternative,37,158,99,64,4.829113924050633,2,2,0.181,0.769,0.05,-0.9514
Rollin' (Air Raid Vehicle),Limp Bizkit,2000-10-17,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,213760,80,Alternative,118,589,159,258,4.32427843803056,0,0,0.073,0.896,0.031,-0.9827
Hero,Skillet,2009-08-21,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",alternative,186813,76,Alternative,39,174,78,72,3.6436781609195403,2,1,0.124,0.794,0.082,-0.5629
Start a Riot,Duckwrth,2018-12-14,['alternative r&b'],alternative,171466,75,Alternative,32,167,111,69,4.431137724550898,1,1,0.072,0.792,0.136,0.8513
The Downfall Of Us All,A Day To Remember,2009-02-03,"['alternative metal', 'metalcore', 'pop punk', 'screamo']",alternative,209093,72,Alternative,26,178,124,81,3.837078651685393,2,1,0.042,0.881,0.078,0.7514
Jekyll and Hyde,Five Finger Death Punch,2015-09-04,"['alternative metal', 'groove metal', 'nu metal']",metal,206903,70,Alternative,29,205,93,98,4.146341463414634,4,1,0.095,0.797,0.108,0.2031
Ant Pile,Dominic Fike,2023-05-26,"['alternative pop rock', 'pov: indie']",alternative,126233,73,Alternative,27,177,110,86,4.47457627118644,2,1,0.014,0.888,0.098,0.9441
Somewhere I Belong,Linkin Park,2003-03-24,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,213933,72,Alternative,49,253,121,123,3.7154150197628457,2,1,0.165,0.781,0.054,-0.9799
Dancing in the Moonlight,Toploader,2000,['british alternative rock'],alternative,232693,81,Alternative,25,123,61,54,4.894308943089431,3,2,0.034,0.711,0.255,0.9817
Feel Invincible,Skillet,2016-08-05,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",alternative,229933,76,Alternative,35,156,104,62,4.147435897435898,1,1,0.092,0.721,0.187,0.9475
Why,Dominic Fike,2020-07-31,"['alternative pop rock', 'pov: indie']",alternative,139906,73,Alternative,31,199,134,100,4.256281407035176,2,1,0.093,0.799,0.108,0.6454
One Last Breath,Creed,2001-01-01,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",metal,238240,76,Alternative,23,123,71,65,3.7398373983739837,2,1,0.061,0.807,0.132,0.8573
All My Life,Foo Fighters,2002-10-22,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",rock,263440,76,Alternative,26,165,103,85,3.9272727272727272,1,1,0.129,0.754,0.117,-0.5023
E. Coli (feat. Earl Sweatshirt),The Alchemist,2018-11-30,"['alternative hip-hop', 'drumless hip-hop', 'hip-hop', 'instrumental hip-hop', 'west coast rap']",hip-hop,132147,74,Alternative,40,288,184,145,4.204861111111111,1,0,0.109,0.833,0.057,-0.9465
Blurry,Puddle Of Mudd,2001-01-01,"['alternative metal', 'nu metal', 'post-grunge']",metal,304000,69,Alternative,23,169,96,101,4.053254437869822,3,1,0.118,0.842,0.04,-0.9161
Afraid,The Neighbourhood,2013-04-19,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",rock,251186,77,Alternative,27,158,80,74,4.075949367088608,1,1,0.122,0.807,0.072,-0.8519
Unsteady,X Ambassadors,2015-06-30,"['modern alternative rock', 'modern rock', 'stomp pop']",rock,193546,75,Alternative,23,121,54,49,4.264462809917355,2,2,0.11,0.823,0.067,-0.3226
Stricken,Disturbed,2005-09-19,"['alternative metal', 'nu metal', 'rap metal', 'rock']",metal,245226,76,Alternative,24,166,104,84,3.9879518072289155,2,1,0.126,0.776,0.098,-0.4781
Wrong Side of Heaven,Five Finger Death Punch,2013-07-30,"['alternative metal', 'groove metal', 'nu metal']",metal,271000,70,Alternative,30,132,66,69,3.757575757575758,2,1,0.228,0.627,0.145,-0.9511
Click Click Boom,Saliva,2001-03-27,"['alternative metal', 'nu metal', 'rap metal']",metal,252400,71,Alternative,25,141,91,69,3.99290780141844,1,1,0.063,0.92,0.018,-0.7332
Sound of Madness,Shinedown,2008-06-24,"['alternative metal', 'nu metal', 'post-grunge']",metal,233986,71,Alternative,29,140,113,62,4.328571428571428,1,1,0.188,0.75,0.062,-0.943
Bulletproof,Godsmack,2018-04-27,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",metal,177048,70,Alternative,23,108,68,59,4.712962962962963,2,1,0.107,0.764,0.129,0.1896
Could Have Been Me,The Struts,2016-03-04,"['glam rock', 'modern alternative rock']",rock,187653,74,Alternative,28,157,95,70,3.9044585987261144,2,1,0.15,0.705,0.145,-0.2472
Lost,Linkin Park,2023-02-10,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,199342,81,Alternative,43,167,85,65,4.089820359281437,2,1,0.208,0.758,0.034,-0.9716
The Beach,The Neighbourhood,2015-10-30,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",rock,255133,78,Alternative,25,157,91,100,3.5796178343949046,2,1,0.073,0.768,0.159,0.9166
Bat Country,Avenged Sevenfold,2005-06-06,"['alternative metal', 'nu metal']",metal,311813,74,Alternative,30,207,115,107,3.9565217391304346,2,2,0.08,0.769,0.151,0.964
Hoe Cakes,MF DOOM,2004-11-16,"['alternative hip-hop', 'east coast hip-hop', 'hip-hop', 'instrumental hip-hop']",hip-hop,234146,74,Alternative,104,579,314,260,3.7426597582037995,1,0,0.059,0.734,0.207,0.9984
Over,Lucky Daye,2022-03-10,"['alternative r&b', 'r&b']",r&b,207413,75,Alternative,26,153,104,84,4.176470588235294,1,1,0.07,0.852,0.078,0.5093
She's My Collar (feat. Kali Uchis),Gorillaz,2017-04-28,"['alternative hip-hop', 'modern rock', 'rock']",rock,209560,75,Alternative,63,383,134,216,3.939947780678851,3,2,0.05,0.897,0.053,0.6269
Happy?,Mudvayne,2005,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal']",metal,216426,73,Alternative,22,102,69,52,4.2745098039215685,2,1,0.141,0.756,0.104,-0.6535
Kiss the Girl,Daveed Diggs,2023-05-19,"['alternative hip-hop', 'show tunes']",alternative,196586,74,Alternative,37,140,93,58,4.114285714285714,2,1,0.059,0.758,0.182,0.9582
Someday,Nickelback,2003-09-23,"['alternative metal', 'canadian rock', 'post-grunge']",alternative,207466,74,Alternative,28,156,110,81,4.32051282051282,2,1,0.063,0.806,0.131,0.8705
High Enough,K.Flay,2017-04-07,"['escape room', 'hip pop', 'modern alternative rock']",pop,231600,76,Alternative,22,147,97,76,3.9047619047619047,1,1,0.146,0.712,0.143,-0.1132
A Little Bit Off,Five Finger Death Punch,2020-02-28,"['alternative metal', 'groove metal', 'nu metal']",metal,190718,73,Alternative,25,206,91,92,4.189320388349515,3,1,0.113,0.8,0.087,-0.8595
Bad Girlfriend,Theory of a Deadman,2008-04-01,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",metal,205626,69,Alternative,23,186,120,85,4.091397849462366,2,1,0.245,0.669,0.086,-0.9825
Rx (Medicate),Theory of a Deadman,2017-10-27,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",metal,233173,70,Alternative,27,154,106,70,4.253246753246753,1,1,0.14,0.833,0.027,-0.9552
HandClap,Fitz and The Tantrums,2017-07-24,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",rock,193253,69,Alternative,24,129,71,56,4.1395348837209305,2,0,0.086,0.692,0.222,0.9571
Cut the Cord,Shinedown,2015-09-18,"['alternative metal', 'nu metal', 'post-grunge']",metal,224596,71,Alternative,30,161,99,58,4.012422360248447,1,1,0.096,0.671,0.233,0.9835
Glycerine,Bush,2014-10-14,"['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'post-grunge', 'rock']",alternative,266493,68,Alternative,29,167,110,89,4.191616766467066,2,2,0.099,0.762,0.139,0.7563
Crazy Bitch,Buckcherry,2006-04-11,"['alternative metal', 'glam metal', 'hard rock', 'nu metal', 'post-grunge', 'sleaze rock']",metal,204960,71,Alternative,25,152,83,83,3.6315789473684212,2,1,0.158,0.661,0.181,0.0639
Prayer Of The Refugee,Rise Against,2006-01-01,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']",punk,199386,71,Alternative,25,171,103,102,3.7485380116959064,2,1,0.059,0.877,0.064,0.576
Shepherd of Fire,Avenged Sevenfold,2013-08-23,"['alternative metal', 'nu metal']",metal,323800,73,Alternative,22,150,81,78,3.9066666666666667,2,2,0.201,0.645,0.154,-0.8176
Scars,Papa Roach,2004-01-01,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",metal,208186,70,Alternative,28,162,89,88,3.8580246913580245,2,1,0.102,0.832,0.066,-0.4512
Mind Over Matter,Young the Giant,2014-01-17,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",rock,244693,75,Alternative,26,117,86,57,4.0256410256410255,2,1,0.052,0.884,0.064,-0.2869
Sam,Sturgill Simpson,2021-08-20,"['alternative americana', 'kentucky roots', 'nashville singer-songwriter', 'new americana', 'outlaw country']",alternative,72976,69,Alternative,27,183,75,102,3.819672131147541,0,0,0.029,0.626,0.344,0.9976
Far Away,Nickelback,2005-09-26,"['alternative metal', 'canadian rock', 'post-grunge']",alternative,238173,76,Alternative,27,120,89,59,3.9166666666666665,2,1,0.049,0.855,0.096,0.5781
Broken,Seether,2004-01-01,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",metal,258333,73,Alternative,25,178,66,98,3.966292134831461,2,3,0.277,0.599,0.124,-0.9858
It's Not Living (If It's Not With You),The 1975,2018-11-30,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",rock,248335,78,Alternative,24,162,89,98,4.148148148148148,2,2,0.114,0.841,0.046,-0.8922
HEAVEN AND BACK,Chase Atlantic,2019-06-28,['alternative r&b'],alternative,248240,82,Alternative,26,166,113,73,4.36144578313253,2,1,0.077,0.803,0.12,0.7096
All Caps,Madvillain,2004-03-24,"['abstract hip-hop', 'alternative hip-hop', 'hip-hop', 'psychedelic hip-hop']",hip-hop,130479,74,Alternative,31,288,200,124,4.097222222222222,2,0,0.13,0.77,0.1,-0.9142
The Rock Show,blink-182,2001,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",punk,171600,74,Alternative,23,180,114,83,4.294444444444444,3,1,0.081,0.777,0.143,0.9335
Going Under,Evanescence,2003-03-04,['alternative metal'],alternative,214946,77,Alternative,24,139,96,77,4.561151079136691,2,1,0.149,0.789,0.062,-0.88
Given Up,Linkin Park,2007-05-14,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,189293,78,Alternative,24,130,78,68,4.3307692307692305,2,2,0.305,0.614,0.081,-0.9896
Porn Star Dancing,My Darkest Days,2010-01-01,"['alternative metal', 'nu metal', 'post-grunge']",metal,199013,70,Alternative,23,139,102,54,4.374100719424461,1,1,0.099,0.836,0.065,-0.223
